EMI_TENURE,CREDIT_HISTORY,TRANSACTION_CATEGORY,TRANSACTION_AMOUNT,ACCOUNT_TYPE,ACCOUNT_AGE,STATE,IS_URBAN,IS_STATE_BORDER,HAS_CO_APPLICANT,HAS_GUARANTOR,OWN_REAL_ESTATE,OTHER_INSTALMENT_PLAN,OWN_RESIDENCE,NUMBER_CREDITS,RFM_SCORE,OWN_CAR,SHIP_INTERNATIONAL,IS_DEFAULT
9,NONE TAKEN,ELECTRONICS,1337,up to 100 K USD,up to 1 YR,NY,NO,YES,NO,NO,NO,NO,YES,2,4,YES,NO,Yes
6,ALL CREDITS PAID BACK,EDUCATION,433,above 1000 K USD,up to 1 YR,NY,NO,NO,NO,NO,NO,YES,NO,1,3,NO,NO,Yes
12,EXISTING CREDITS PAID BACK,NEW CAR,1228,up to 100 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,YES,NO,YES,1,2,NO,NO,Yes
9,EXISTING CREDITS PAID BACK,ELECTRONICS,790,500 to 1000 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,YES,NO,YES,1,2,NO,NO,No
27,EXISTING CREDITS PAID BACK,NEW CAR,2570,up to 100 K USD,1 to 4 YRS,CT,NO,NO,NO,NO,YES,NO,NO,1,3,NO,NO,Yes
6,CRITICAL ACCOUNT,NEW CAR,250,above 1000 K USD,1 to 4 YRS,NJ,NO,NO,NO,NO,YES,YES,YES,2,2,NO,NO,No
15,CRITICAL ACCOUNT,ELECTRONICS,1316,500 to 1000 K USD,1 to 4 YRS,NJ,NO,NO,NO,NO,NO,NO,YES,2,2,NO,NO,No
18,EXISTING CREDITS PAID BACK,ELECTRONICS,1882,up to 100 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,NO,YES,NO,2,3,NO,NO,Yes
48,ALL CREDITS PAID BACK,RETRAINING,6416,up to 100 K USD,above 7 YRS,NY,NO,NO,NO,NO,NO,NO,NO,1,3,NO,NO,Yes
24,CRITICAL ACCOUNT,RETRAINING,1275,above 1000 K USD,1 to 4 YRS,NJ,YES,NO,NO,NO,YES,NO,YES,2,3,YES,NO,No
24,DELAY IN PAST,ELECTRONICS,6403,up to 100 K USD,up to 1 YR,PA,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,No
24,EXISTING CREDITS PAID BACK,ELECTRONICS,1987,up to 100 K USD,1 to 4 YRS,NJ,NO,YES,NO,NO,YES,NO,NO,1,2,NO,NO,Yes
8,EXISTING CREDITS PAID BACK,ELECTRONICS,760,up to 100 K USD,4 to 7 YRS,NY,NO,NO,NO,YES,YES,NO,YES,1,2,NO,NO,No
24,EXISTING CREDITS PAID BACK,USED CAR,2603,above 1000 K USD,1 to 4 YRS,NJ,NO,NO,NO,NO,NO,NO,NO,1,3,YES,NO,No
4,CRITICAL ACCOUNT,NEW CAR,3380,up to 100 K USD,4 to 7 YRS,PA,NO,NO,NO,NO,YES,NO,YES,1,3,NO,NO,No
36,ALL CREDITS PAID BACK,OTHER,3990,UNKNOWN/NONE,up to 1 YR,CT,NO,NO,NO,NO,NO,YES,YES,1,1,NO,NO,No
24,EXISTING CREDITS PAID BACK,USED CAR,11560,up to 100 K USD,1 to 4 YRS,PA,NO,NO,NO,NO,NO,NO,NO,2,4,NO,NO,Yes
18,EXISTING CREDITS PAID BACK,NEW CAR,4380,100 to 500 K USD,1 to 4 YRS,CT,NO,YES,NO,NO,NO,NO,YES,1,2,YES,NO,No
6,CRITICAL ACCOUNT,NEW CAR,6761,up to 100 K USD,4 to 7 YRS,PA,NO,YES,NO,NO,NO,NO,YES,2,4,YES,NO,No
30,NONE TAKEN,RETRAINING,4280,100 to 500 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,NO,NO,NO,2,2,NO,NO,Yes
24,ALL CREDITS PAID BACK,NEW CAR,2325,100 to 500 K USD,4 to 7 YRS,NJ,NO,YES,NO,NO,NO,YES,YES,1,3,NO,NO,No
10,ALL CREDITS PAID BACK,ELECTRONICS,1048,up to 100 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,YES,YES,YES,1,2,NO,NO,No
21,EXISTING CREDITS PAID BACK,ELECTRONICS,3160,UNKNOWN/NONE,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,3,YES,NO,No
24,ALL CREDITS PAID BACK,FURNITURE,2483,500 to 1000 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,YES,YES,YES,1,3,YES,NO,No
39,CRITICAL ACCOUNT,FURNITURE,14179,UNKNOWN/NONE,4 to 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,2,4,YES,NO,No
13,CRITICAL ACCOUNT,RETRAINING,1797,up to 100 K USD,up to 1 YR,CT,NO,YES,NO,NO,NO,YES,YES,2,2,NO,NO,No
15,EXISTING CREDITS PAID BACK,NEW CAR,2511,up to 100 K USD,TBD,PA,NO,NO,NO,NO,NO,NO,NO,1,3,NO,NO,No
12,EXISTING CREDITS PAID BACK,NEW CAR,1274,up to 100 K USD,up to 1 YR,CT,NO,NO,NO,NO,YES,NO,YES,1,2,NO,NO,Yes
21,EXISTING CREDITS PAID BACK,USED CAR,5248,UNKNOWN/NONE,1 to 4 YRS,PA,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,No
15,EXISTING CREDITS PAID BACK,USED CAR,3029,up to 100 K USD,4 to 7 YRS,NJ,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,No
6,EXISTING CREDITS PAID BACK,FURNITURE,428,up to 100 K USD,above 7 YRS,NJ,NO,NO,NO,NO,NO,YES,YES,1,3,YES,NO,No
18,EXISTING CREDITS PAID BACK,NEW CAR,976,up to 100 K USD,up to 1 YR,PA,NO,NO,NO,NO,NO,NO,YES,1,2,NO,NO,Yes
12,EXISTING CREDITS PAID BACK,RETRAINING,841,100 to 500 K USD,4 to 7 YRS,NJ,NO,NO,NO,NO,YES,NO,NO,1,2,NO,NO,No
30,CRITICAL ACCOUNT,ELECTRONICS,5771,up to 100 K USD,4 to 7 YRS,NY,NO,NO,NO,NO,NO,NO,YES,2,3,NO,NO,No
12,DELAY IN PAST,OTHER,1555,above 1000 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,NO,2,3,NO,NO,Yes
24,EXISTING CREDITS PAID BACK,NEW CAR,1285,UNKNOWN/NONE,4 to 7 YRS,NY,NO,NO,NO,NO,NO,NO,NO,1,3,NO,NO,Yes
6,CRITICAL ACCOUNT,NEW CAR,1299,up to 100 K USD,1 to 4 YRS,PA,NO,YES,NO,NO,YES,NO,YES,3,1,NO,YES,No
15,CRITICAL ACCOUNT,ELECTRONICS,1271,UNKNOWN/NONE,1 to 4 YRS,CT,NO,YES,NO,NO,NO,NO,NO,2,3,YES,NO,Yes
24,EXISTING CREDITS PAID BACK,NEW CAR,1393,up to 100 K USD,1 to 4 YRS,NJ,NO,YES,NO,YES,YES,NO,YES,1,3,YES,NO,No
12,CRITICAL ACCOUNT,NEW CAR,691,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,2,3,NO,NO,Yes
15,CRITICAL ACCOUNT,NEW CAR,5045,UNKNOWN/NONE,above 7 YRS,PA,NO,NO,NO,NO,NO,NO,YES,1,3,YES,NO,No
18,CRITICAL ACCOUNT,FURNITURE,2124,up to 100 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,YES,NO,NO,2,3,NO,NO,Yes
12,EXISTING CREDITS PAID BACK,ELECTRONICS,2214,up to 100 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,2,NO,NO,No
21,CRITICAL ACCOUNT,NEW CAR,12680,UNKNOWN/NONE,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,NO,1,4,YES,NO,Yes
24,CRITICAL ACCOUNT,NEW CAR,2463,100 to 500 K USD,4 to 7 YRS,NY,NO,NO,NO,NO,NO,NO,YES,2,3,YES,NO,No
12,EXISTING CREDITS PAID BACK,ELECTRONICS,1155,up to 100 K USD,above 7 YRS,CT,NO,NO,NO,YES,YES,YES,YES,2,2,NO,NO,No
30,EXISTING CREDITS PAID BACK,FURNITURE,3108,up to 100 K USD,up to 1 YR,NJ,YES,NO,NO,NO,NO,NO,YES,1,2,NO,NO,Yes
10,EXISTING CREDITS PAID BACK,USED CAR,2901,UNKNOWN/NONE,up to 1 YR,PA,NO,NO,NO,NO,YES,NO,NO,1,3,NO,NO,No
12,CRITICAL ACCOUNT,FURNITURE,3617,up to 100 K USD,above 7 YRS,PA,NO,YES,NO,NO,NO,NO,NO,3,3,YES,NO,No
12,CRITICAL ACCOUNT,ELECTRONICS,1655,up to 100 K USD,above 7 YRS,NJ,NO,YES,NO,NO,YES,NO,YES,2,2,YES,NO,No
24,EXISTING CREDITS PAID BACK,USED CAR,2812,UNKNOWN/NONE,above 7 YRS,NJ,NO,NO,NO,NO,YES,NO,NO,1,3,NO,NO,No
36,CRITICAL ACCOUNT,EDUCATION,8065,up to 100 K USD,1 to 4 YRS,CT,NO,NO,NO,NO,NO,NO,YES,2,4,YES,NO,Yes
21,CRITICAL ACCOUNT,USED CAR,3275,up to 100 K USD,above 7 YRS,PA,NO,YES,NO,NO,NO,NO,YES,1,4,YES,NO,No
24,CRITICAL ACCOUNT,ELECTRONICS,2223,100 to 500 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,YES,YES,2,3,NO,NO,No
12,CRITICAL ACCOUNT,NEW CAR,1480,500 to 1000 K USD,TBD,NJ,NO,YES,NO,NO,NO,YES,NO,3,1,NO,NO,No
24,EXISTING CREDITS PAID BACK,NEW CAR,1371,UNKNOWN/NONE,1 to 4 YRS,NY,NO,NO,NO,NO,YES,NO,NO,1,3,NO,NO,Yes
36,CRITICAL ACCOUNT,NEW CAR,3535,up to 100 K USD,4 to 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,2,3,YES,NO,No
18,EXISTING CREDITS PAID BACK,ELECTRONICS,3509,up to 100 K USD,4 to 7 YRS,NY,NO,NO,NO,YES,YES,NO,YES,1,3,NO,NO,No
36,CRITICAL ACCOUNT,USED CAR,5711,above 1000 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,2,4,YES,NO,No
18,EXISTING CREDITS PAID BACK,OTHER,3872,up to 100 K USD,TBD,NJ,NO,NO,NO,NO,NO,NO,YES,1,3,YES,NO,No
39,CRITICAL ACCOUNT,ELECTRONICS,4933,up to 100 K USD,4 to 7 YRS,NJ,NO,YES,NO,YES,YES,NO,YES,2,3,NO,NO,Yes
24,CRITICAL ACCOUNT,NEW CAR,1940,above 1000 K USD,above 7 YRS,NY,NO,YES,NO,NO,YES,NO,YES,1,3,YES,NO,No
12,NONE TAKEN,OTHER,1410,up to 100 K USD,1 to 4 YRS,NJ,NO,YES,NO,NO,YES,NO,YES,1,2,YES,NO,No
12,EXISTING CREDITS PAID BACK,NEW CAR,836,100 to 500 K USD,up to 1 YR,NY,NO,NO,NO,NO,NO,YES,YES,1,2,NO,NO,Yes
20,EXISTING CREDITS PAID BACK,USED CAR,6468,UNKNOWN/NONE,TBD,PA,YES,NO,NO,NO,YES,NO,YES,1,4,YES,NO,No
18,EXISTING CREDITS PAID BACK,RETRAINING,1941,above 1000 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,2,YES,NO,No
22,EXISTING CREDITS PAID BACK,ELECTRONICS,2675,500 to 1000 K USD,above 7 YRS,CT,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,No
48,CRITICAL ACCOUNT,USED CAR,2751,UNKNOWN/NONE,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,2,3,YES,NO,No
48,DELAY IN PAST,EDUCATION,6224,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,NO,1,3,NO,NO,Yes
40,CRITICAL ACCOUNT,EDUCATION,5998,up to 100 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,NO,YES,YES,1,3,YES,NO,Yes
21,EXISTING CREDITS PAID BACK,RETRAINING,1188,up to 100 K USD,above 7 YRS,NJ,NO,NO,NO,NO,NO,NO,YES,1,3,NO,NO,Yes
24,EXISTING CREDITS PAID BACK,USED CAR,6313,UNKNOWN/NONE,above 7 YRS,CT,NO,YES,NO,NO,NO,NO,YES,1,4,YES,NO,No
6,CRITICAL ACCOUNT,FURNITURE,1221,UNKNOWN/NONE,1 to 4 YRS,PA,NO,NO,NO,NO,NO,NO,YES,2,3,NO,NO,No
24,EXISTING CREDITS PAID BACK,FURNITURE,2892,up to 100 K USD,above 7 YRS,CT,YES,NO,NO,NO,NO,NO,NO,1,3,NO,NO,No
24,EXISTING CREDITS PAID BACK,FURNITURE,3062,500 to 1000 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,NO,1,3,YES,NO,No
9,EXISTING CREDITS PAID BACK,FURNITURE,2301,100 to 500 K USD,up to 1 YR,NJ,NO,NO,NO,NO,NO,NO,NO,1,3,NO,NO,No
18,EXISTING CREDITS PAID BACK,USED CAR,7511,UNKNOWN/NONE,above 7 YRS,PA,NO,YES,NO,NO,NO,NO,NO,1,3,YES,NO,Yes
12,CRITICAL ACCOUNT,FURNITURE,1258,up to 100 K USD,up to 1 YR,NJ,NO,NO,NO,NO,NO,NO,NO,2,2,NO,NO,No
24,DELAY IN PAST,NEW CAR,717,UNKNOWN/NONE,above 7 YRS,NY,NO,NO,NO,NO,NO,NO,YES,2,3,YES,NO,No
9,EXISTING CREDITS PAID BACK,NEW CAR,1549,UNKNOWN/NONE,up to 1 YR,NY,NO,YES,NO,NO,YES,NO,YES,1,1,NO,NO,No
24,CRITICAL ACCOUNT,EDUCATION,1597,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,NO,2,3,NO,NO,No
18,CRITICAL ACCOUNT,ELECTRONICS,1795,up to 100 K USD,above 7 YRS,CT,NO,NO,NO,YES,YES,YES,NO,2,2,YES,NO,No
20,CRITICAL ACCOUNT,FURNITURE,4272,up to 100 K USD,above 7 YRS,PA,NO,NO,NO,NO,NO,NO,YES,2,3,NO,NO,No
12,CRITICAL ACCOUNT,ELECTRONICS,976,UNKNOWN/NONE,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,2,3,NO,NO,No
12,EXISTING CREDITS PAID BACK,NEW CAR,7472,UNKNOWN/NONE,TBD,PA,NO,NO,NO,NO,YES,NO,NO,1,1,NO,NO,No
36,EXISTING CREDITS PAID BACK,NEW CAR,9271,up to 100 K USD,4 to 7 YRS,NJ,NO,YES,NO,NO,NO,NO,YES,1,3,YES,NO,Yes
6,EXISTING CREDITS PAID BACK,ELECTRONICS,590,up to 100 K USD,up to 1 YR,CT,NO,NO,NO,NO,YES,NO,YES,1,2,NO,YES,No
12,CRITICAL ACCOUNT,ELECTRONICS,930,UNKNOWN/NONE,above 7 YRS,NY,NO,YES,NO,NO,YES,NO,YES,4,3,NO,NO,No
42,ALL CREDITS PAID BACK,USED CAR,9283,up to 100 K USD,TBD,PA,NO,YES,NO,NO,NO,YES,NO,1,4,YES,NO,No
15,NONE TAKEN,NEW CAR,1778,up to 100 K USD,up to 1 YR,NJ,NO,NO,NO,NO,YES,NO,NO,2,1,NO,NO,Yes
8,EXISTING CREDITS PAID BACK,RETRAINING,907,up to 100 K USD,up to 1 YR,CT,NO,NO,NO,NO,YES,NO,YES,1,3,YES,NO,No
6,EXISTING CREDITS PAID BACK,ELECTRONICS,484,up to 100 K USD,4 to 7 YRS,CT,NO,NO,NO,YES,YES,YES,YES,1,2,NO,NO,No
36,CRITICAL ACCOUNT,USED CAR,9629,up to 100 K USD,4 to 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,2,3,YES,NO,Yes
48,EXISTING CREDITS PAID BACK,OTHER,3051,up to 100 K USD,1 to 4 YRS,CT,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,Yes
48,EXISTING CREDITS PAID BACK,NEW CAR,3931,up to 100 K USD,4 to 7 YRS,NY,NO,YES,NO,NO,NO,NO,NO,1,3,NO,NO,Yes
36,DELAY IN PAST,NEW CAR,7432,up to 100 K USD,1 to 4 YRS,NJ,NO,NO,NO,NO,NO,NO,NO,1,3,NO,NO,No
6,EXISTING CREDITS PAID BACK,OTHER,1338,500 to 1000 K USD,1 to 4 YRS,PA,YES,NO,NO,NO,YES,NO,YES,1,3,NO,NO,No
6,CRITICAL ACCOUNT,ELECTRONICS,1554,up to 100 K USD,4 to 7 YRS,PA,NO,NO,NO,NO,NO,NO,NO,2,3,YES,NO,No
36,EXISTING CREDITS PAID BACK,OTHER,15857,up to 100 K USD,TBD,NJ,YES,NO,YES,NO,NO,NO,YES,1,4,NO,NO,No
18,EXISTING CREDITS PAID BACK,ELECTRONICS,1345,up to 100 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,YES,YES,YES,1,3,NO,NO,Yes
12,EXISTING CREDITS PAID BACK,NEW CAR,1101,up to 100 K USD,1 to 4 YRS,CT,NO,NO,NO,NO,YES,NO,YES,2,3,YES,NO,No
12,EXISTING CREDITS PAID BACK,ELECTRONICS,3016,up to 100 K USD,1 to 4 YRS,CT,NO,NO,NO,NO,NO,NO,YES,1,3,NO,NO,No
36,EXISTING CREDITS PAID BACK,FURNITURE,2712,up to 100 K USD,above 7 YRS,NJ,NO,YES,NO,NO,NO,YES,YES,1,3,NO,NO,Yes
8,CRITICAL ACCOUNT,NEW CAR,731,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,YES,NO,YES,2,2,NO,NO,No
18,CRITICAL ACCOUNT,FURNITURE,3780,up to 100 K USD,up to 1 YR,CT,YES,NO,NO,NO,NO,NO,YES,2,4,YES,NO,No
21,CRITICAL ACCOUNT,NEW CAR,1602,up to 100 K USD,above 7 YRS,NY,NO,NO,NO,NO,NO,NO,YES,2,3,YES,NO,No
18,CRITICAL ACCOUNT,NEW CAR,3966,up to 100 K USD,above 7 YRS,PA,NO,NO,NO,NO,YES,YES,NO,3,3,YES,NO,Yes
18,NONE TAKEN,RETRAINING,4165,up to 100 K USD,1 to 4 YRS,NJ,NO,YES,NO,NO,NO,YES,YES,2,3,NO,NO,Yes
36,EXISTING CREDITS PAID BACK,USED CAR,8335,UNKNOWN/NONE,above 7 YRS,CT,NO,YES,NO,NO,NO,NO,NO,1,3,NO,NO,Yes
48,DELAY IN PAST,RETRAINING,6681,UNKNOWN/NONE,1 to 4 YRS,NY,NO,YES,NO,NO,NO,NO,NO,1,3,YES,NO,No
24,DELAY IN PAST,RETRAINING,2375,500 to 1000 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,NO,NO,YES,2,3,YES,NO,No
18,EXISTING CREDITS PAID BACK,NEW CAR,1216,up to 100 K USD,up to 1 YR,NY,NO,NO,NO,NO,NO,NO,NO,1,3,YES,NO,Yes
45,NONE TAKEN,RETRAINING,11816,up to 100 K USD,above 7 YRS,NJ,NO,YES,NO,NO,NO,NO,NO,2,3,NO,NO,Yes
24,EXISTING CREDITS PAID BACK,ELECTRONICS,5084,UNKNOWN/NONE,above 7 YRS,NJ,NO,NO,NO,NO,NO,NO,YES,1,3,YES,NO,No
15,EXISTING CREDITS PAID BACK,ELECTRONICS,2327,up to 100 K USD,up to 1 YR,NJ,NO,NO,NO,NO,YES,NO,YES,1,2,NO,NO,Yes
12,NONE TAKEN,NEW CAR,1082,up to 100 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,NO,YES,YES,2,3,NO,NO,Yes
12,EXISTING CREDITS PAID BACK,ELECTRONICS,886,UNKNOWN/NONE,1 to 4 YRS,NY,NO,NO,NO,NO,NO,NO,YES,1,3,NO,NO,No
4,EXISTING CREDITS PAID BACK,FURNITURE,601,up to 100 K USD,up to 1 YR,PA,NO,NO,NO,NO,YES,NO,NO,1,2,NO,NO,No
24,CRITICAL ACCOUNT,USED CAR,2957,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,2,3,YES,NO,No
24,CRITICAL ACCOUNT,ELECTRONICS,2611,up to 100 K USD,above 7 YRS,NY,NO,NO,YES,NO,YES,NO,YES,2,3,NO,NO,No
36,EXISTING CREDITS PAID BACK,FURNITURE,5179,up to 100 K USD,4 to 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,Yes
21,DELAY IN PAST,USED CAR,2993,up to 100 K USD,1 to 4 YRS,CT,NO,YES,NO,NO,YES,YES,YES,2,2,NO,NO,No
18,EXISTING CREDITS PAID BACK,OTHER,1943,up to 100 K USD,up to 1 YR,NY,NO,NO,NO,NO,YES,NO,YES,1,3,NO,NO,Yes
24,ALL CREDITS PAID BACK,RETRAINING,1559,up to 100 K USD,4 to 7 YRS,NY,NO,YES,NO,NO,NO,YES,YES,1,3,YES,NO,No
18,EXISTING CREDITS PAID BACK,FURNITURE,3422,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,YES,YES,3,3,YES,NO,No
21,EXISTING CREDITS PAID BACK,FURNITURE,3976,UNKNOWN/NONE,4 to 7 YRS,NJ,NO,YES,NO,NO,NO,NO,YES,1,3,YES,NO,No
18,EXISTING CREDITS PAID BACK,NEW CAR,6761,UNKNOWN/NONE,1 to 4 YRS,NJ,NO,YES,NO,NO,NO,NO,NO,2,3,NO,NO,Yes
24,EXISTING CREDITS PAID BACK,NEW CAR,1249,up to 100 K USD,up to 1 YR,NY,NO,NO,NO,NO,YES,NO,YES,1,3,NO,NO,No
9,EXISTING CREDITS PAID BACK,ELECTRONICS,1364,up to 100 K USD,4 to 7 YRS,CT,NO,YES,NO,NO,YES,NO,YES,1,3,NO,NO,No
12,EXISTING CREDITS PAID BACK,ELECTRONICS,709,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,YES,YES,YES,1,2,NO,NO,Yes
20,CRITICAL ACCOUNT,NEW CAR,2235,up to 100 K USD,1 to 4 YRS,NY,NO,NO,NO,YES,NO,YES,NO,2,3,NO,YES,Yes
24,CRITICAL ACCOUNT,USED CAR,4042,UNKNOWN/NONE,4 to 7 YRS,CT,NO,YES,NO,NO,NO,NO,YES,2,3,YES,NO,No
15,CRITICAL ACCOUNT,ELECTRONICS,1471,up to 100 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,NO,NO,NO,2,3,YES,NO,No
18,ALL CREDITS PAID BACK,NEW CAR,1442,up to 100 K USD,4 to 7 YRS,NY,NO,YES,NO,NO,NO,NO,NO,2,2,NO,NO,Yes
36,DELAY IN PAST,NEW CAR,10875,up to 100 K USD,above 7 YRS,NJ,NO,YES,NO,NO,NO,NO,YES,2,3,YES,NO,No
24,EXISTING CREDITS PAID BACK,NEW CAR,1474,100 to 500 K USD,up to 1 YR,NY,NO,NO,NO,NO,YES,NO,YES,1,3,YES,NO,No
10,EXISTING CREDITS PAID BACK,OTHER,894,UNKNOWN/NONE,4 to 7 YRS,NY,NO,NO,NO,NO,NO,NO,YES,1,3,YES,NO,No
15,CRITICAL ACCOUNT,FURNITURE,3343,up to 100 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,NO,NO,NO,1,3,YES,NO,No
15,EXISTING CREDITS PAID BACK,NEW CAR,3959,up to 100 K USD,1 to 4 YRS,CT,NO,NO,NO,NO,NO,NO,YES,1,3,YES,NO,Yes
9,EXISTING CREDITS PAID BACK,NEW CAR,3577,100 to 500 K USD,1 to 4 YRS,PA,NO,YES,NO,YES,YES,NO,NO,1,3,NO,YES,No
24,CRITICAL ACCOUNT,USED CAR,5804,above 1000 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,YES,NO,YES,2,3,NO,NO,No
18,DELAY IN PAST,RETRAINING,2169,up to 100 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,NO,NO,YES,1,3,YES,NO,Yes
24,EXISTING CREDITS PAID BACK,ELECTRONICS,2439,up to 100 K USD,up to 1 YR,NY,NO,NO,NO,NO,YES,NO,YES,1,3,YES,NO,Yes
27,CRITICAL ACCOUNT,FURNITURE,4526,above 1000 K USD,up to 1 YR,NY,NO,YES,NO,NO,YES,YES,YES,2,2,YES,NO,No
10,EXISTING CREDITS PAID BACK,FURNITURE,2210,up to 100 K USD,1 to 4 YRS,NJ,NO,YES,NO,NO,YES,YES,NO,1,2,NO,NO,Yes
15,EXISTING CREDITS PAID BACK,FURNITURE,2221,500 to 1000 K USD,1 to 4 YRS,NJ,NO,NO,NO,NO,NO,NO,NO,1,3,NO,NO,No
18,EXISTING CREDITS PAID BACK,ELECTRONICS,2389,up to 100 K USD,up to 1 YR,NY,NO,NO,NO,NO,NO,YES,YES,1,3,NO,NO,No
12,CRITICAL ACCOUNT,FURNITURE,3331,up to 100 K USD,above 7 YRS,NJ,NO,YES,NO,NO,NO,YES,YES,1,3,NO,NO,No
36,EXISTING CREDITS PAID BACK,RETRAINING,7409,UNKNOWN/NONE,above 7 YRS,CT,NO,YES,NO,NO,NO,NO,YES,2,3,NO,NO,No
12,EXISTING CREDITS PAID BACK,FURNITURE,652,up to 100 K USD,above 7 YRS,NY,NO,NO,NO,NO,NO,NO,NO,1,3,NO,NO,No
36,DELAY IN PAST,FURNITURE,7678,500 to 1000 K USD,4 to 7 YRS,NJ,NO,NO,NO,NO,NO,NO,YES,2,3,YES,NO,No
6,CRITICAL ACCOUNT,NEW CAR,1343,up to 100 K USD,above 7 YRS,PA,NO,YES,NO,NO,YES,NO,YES,2,3,NO,YES,No
24,CRITICAL ACCOUNT,RETRAINING,1382,100 to 500 K USD,4 to 7 YRS,NY,NO,YES,NO,NO,YES,NO,YES,2,3,YES,NO,No
15,EXISTING CREDITS PAID BACK,OTHER,874,UNKNOWN/NONE,up to 1 YR,NY,NO,NO,NO,NO,YES,NO,YES,1,3,NO,NO,No
12,EXISTING CREDITS PAID BACK,FURNITURE,3590,up to 100 K USD,1 to 4 YRS,NJ,NO,YES,YES,NO,NO,NO,YES,1,2,NO,NO,No
11,CRITICAL ACCOUNT,NEW CAR,1322,above 1000 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,NO,NO,YES,2,3,NO,NO,No
18,ALL CREDITS PAID BACK,ELECTRONICS,1940,up to 100 K USD,up to 1 YR,CT,NO,YES,YES,NO,NO,YES,NO,1,4,YES,NO,No
36,EXISTING CREDITS PAID BACK,ELECTRONICS,3595,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,No
9,EXISTING CREDITS PAID BACK,NEW CAR,1422,up to 100 K USD,up to 1 YR,CT,NO,YES,NO,NO,NO,NO,NO,1,4,YES,NO,Yes
30,CRITICAL ACCOUNT,ELECTRONICS,6742,UNKNOWN/NONE,4 to 7 YRS,NJ,NO,YES,NO,NO,NO,NO,YES,2,3,NO,NO,No
24,EXISTING CREDITS PAID BACK,USED CAR,7814,up to 100 K USD,4 to 7 YRS,CT,NO,YES,NO,NO,NO,NO,YES,1,4,YES,NO,No
24,EXISTING CREDITS PAID BACK,USED CAR,9277,UNKNOWN/NONE,1 to 4 YRS,NJ,YES,NO,NO,NO,NO,NO,NO,1,3,YES,NO,No
30,CRITICAL ACCOUNT,NEW CAR,2181,UNKNOWN/NONE,above 7 YRS,NY,NO,YES,NO,NO,YES,NO,YES,2,3,NO,NO,No
18,CRITICAL ACCOUNT,ELECTRONICS,1098,up to 100 K USD,TBD,NY,NO,NO,NO,NO,NO,NO,YES,2,1,NO,NO,No
24,EXISTING CREDITS PAID BACK,FURNITURE,4057,up to 100 K USD,4 to 7 YRS,CT,YES,NO,NO,NO,NO,NO,YES,1,3,YES,NO,Yes
12,EXISTING CREDITS PAID BACK,EDUCATION,795,up to 100 K USD,up to 1 YR,NY,NO,NO,NO,NO,NO,NO,YES,1,3,NO,NO,Yes
